"Group","Plugin","Plugin Name","Family","Severity","IP Address","Protocol","Port","MAC Address","DNS Name","NetBIOS Name","Plugin Text","First Discovered","Last Observed","Vuln Publication Date","Patch Publication Date","Plugin Publication Date"
"SPECTRUM","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445","","","SERVERHOSTEX012","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Oct 15, 2019 12:00:00 EDT","Oct 15, 2019 12:00:00 EDT","Oct 17, 2019 12:00:00 EDT"
"SPECTRUM","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SPECTRUM","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SPECTRUM","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SPECTRUM","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SPECTRUM","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SPECTRUM","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SPECTRUM","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SPECTRUM","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX012","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX013","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 25, 2019 19:48:33 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 25, 2019 19:48:33 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 25, 2019 19:48:33 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Nov 15, 2019 17:29:54 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX014","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 24, 2019 14:18:48 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Nov 14, 2019 17:45:04 EST","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","Aug 24, 2016 12:00:00 EDT","N/A","Nov 23, 2009 12:00:00 EST"
"SQL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Dec 15, 2010 12:00:00 EST"
"SQL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281","","","SERVERHOSTEX015","N/A","Oct 22, 2019 12:32:39 EDT","Dec 7, 2019 00:28:09 EST","N/A","N/A","Jan 17, 2012 12:00:00 EST"
"SQL","126263","SolarWinds Dameware Mini Remote Control Client Public Key Buffer Over-read","Windows","Medium","EXAMPLE","TCP","6129","","","SERVERHOSTEX015","N/A","Dec 7, 2019 00:28:09 EST","Dec 7, 2019 00:28:09 EST","Jun 6, 2019 12:00:00 EDT","Jun 6, 2019 12:00:00 EDT","Jun 27, 2019 12:00:00 EDT"
"SQL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX015","N/A","Dec 9, 2019 17:13:04 EST","Dec 9, 2019 17:13:04 EST","Nov 24, 2008 12:00:00 EST","N/A","Oct 28, 2013 12:00:00 EDT"
"SQL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX015","N/A","Dec 2, 2019 19:10:23 EST","Dec 9, 2019 17:13:04 EST","N/A","N/A","Nov 22, 2013 12:00:00 EST"
"SQL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX015","N/A","Aug 21, 2019 02:55:39 EDT","Dec 9, 2019 17:13:04 EST","Nov 24, 2008 12:00:00 EST","N/A","Oct 28, 2013 12:00:00 EDT"
"SQL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX015","N/A","Aug 21, 2019 02:55:39 EDT","Dec 9, 2019 17:13:04 EST","N/A","N/A","Nov 22, 2013 12:00:00 EST"
"SQL","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123","","","SERVERHOSTEX015","N/A","Dec 9, 2019 17:13:04 EST","Dec 9, 2019 17:13:04 EST","N/A","N/A","Mar 21, 2017 12:00:00 EDT"
"SQL","70658","SSH Server CBC Mode Ciphers Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX015","N/A","Aug 21, 2019 02:55:39 EDT","Dec 9, 2019 17:13:04 EST","Nov 24, 2008 12:00:00 EST","N/A","Oct 28, 2013 12:00:00 EDT"
"SQL","71049","SSH Weak MAC Algorithms Enabled","Misc.","Low","EXAMPLE","TCP","22","","","SERVERHOSTEX015","N/A","Aug 21, 2019 02:55:39 EDT","Dec 9, 2019 17:13:04 EST","N/A","N/A","Nov 22, 2013 12:00:00 EST"
"SHAREPOINT","97861","Network Time Protocol (NTP) Mode 6 Scanner","Misc.","Medium","EXAMPLE","UDP","123","","","SERVERHOSTEX016","N/A","Dec 9, 2019 17:13:04 EST","Dec 9, 2019 17:13:04 EST","N/A","N/A","Mar 21, 2017 12:00:00 EDT"
